Station Code,Station Name,Latitude,Longitude,Data Center(s)
R8D8E,Raspberry Shake Citizen Science Station,-5.8406,-35.1962,RASPISHAKE
R8DE6,Raspberry Shake Citizen Science Station,55.6065,13.0152,RASPISHAKE
R8E18,Raspberry Shake Citizen Science Station,35.336,-85.1708,RASPISHAKE
R8E1E,Raspberry Shake Citizen Science Station,51.0795,-114.1294,RASPISHAKE
R8E33,Raspberry Shake Citizen Science Station,47.5779,8.9454,RASPISHAKE
R8E3E,Raspberry Shake Citizen Science Station,47.3835,-122.1922,RASPISHAKE
R8E69,Raspberry Shake Citizen Science Station,9.9828,-84.7189,RASPISHAKE
R8E71,Raspberry Shake Citizen Science Station,37.9181,-122.058,RASPISHAKE
R8E9B,Raspberry Shake Citizen Science Station,50.7429,7.1029,RASPISHAKE
R8EEE,Raspberry Shake Citizen Science Station,-41.1025,174.879,RASPISHAKE
R8EFE,Raspberry Shake Citizen Science Station,18.6509,-74.1215,RASPISHAKE
R8F35,Raspberry Shake Citizen Science Station,48.556,2.2054,RASPISHAKE
R8F48,Raspberry Shake Citizen Science Station,64.8929,-147.789,RASPISHAKE
R8F50,Raspberry Shake Citizen Science Station,43.4893,-72.4242,RASPISHAKE
R8F7F,Raspberry Shake Citizen Science Station,37.2013,-113.2025,RASPISHAKE
R8F84,Raspberry Shake Citizen Science Station,37.9109,-122.277,RASPISHAKE
R8FE8,Raspberry Shake Citizen Science Station,35.0868,-106.6068,RASPISHAKE
R9024,Raspberry Shake Citizen Science Station,19.0445,-98.2418,RASPISHAKE
R9025,Raspberry Shake Citizen Science Station,52.3821,13.0757,RASPISHAKE
R9027,Raspberry Shake Citizen Science Station,-16.5034,-68.1257,RASPISHAKE
R9039,Raspberry Shake Citizen Science Station,-35.0316,117.9015,RASPISHAKE
R903B,Raspberry Shake Citizen Science Station,28.6541,-106.1131,RASPISHAKE
R907E,Raspberry Shake Citizen Science Station,37.2956,-122.0439,RASPISHAKE
R9081,Raspberry Shake Citizen Science Station,43.3776,-4.1225,RASPISHAKE
R9094,Raspberry Shake Citizen Science Station,38.9469,-104.7614,RASPISHAKE
R909E,Raspberry Shake Citizen Science Station,36.3986,-97.8755,RASPISHAKE
R909F,Raspberry Shake Citizen Science Station,14.1083,-87.1685,RASPISHAKE
R90B3,Raspberry Shake Citizen Science Station,64.8558,-147.8335,RASPISHAKE
R90C7,Raspberry Shake Citizen Science Station,49.5898,11.0308,RASPISHAKE
R90FF,Raspberry Shake Citizen Science Station,52.1899,5.375,RASPISHAKE
R910A,Raspberry Shake Citizen Science Station,44.7539,-122.3923,RASPISHAKE
R912C,Raspberry Shake Citizen Science Station,52.3835,5.2672,RASPISHAKE
R913B,Raspberry Shake Citizen Science Station,52.6207,-1.1432,RASPISHAKE
R914C,Raspberry Shake Citizen Science Station,51.7485,-1.2632,RASPISHAKE
R918B,Raspberry Shake Citizen Science Station,47.9056,-116.8061,RASPISHAKE
R9197,Raspberry Shake Citizen Science Station,48.651,7.8254,RASPISHAKE
R91B7,Raspberry Shake Citizen Science Station,23.0939,-109.7437,RASPISHAKE
R91C3,Raspberry Shake Citizen Science Station,14.652,121.0586,RASPISHAKE
R91E4,Raspberry Shake Citizen Science Station,14.3139,121.0571,RASPISHAKE
R91ED,Raspberry Shake Citizen Science Station,38.9223,-77.6633,RASPISHAKE
R9229,Raspberry Shake Citizen Science Station,-41.2974,174.723,RASPISHAKE
R923A,Raspberry Shake Citizen Science Station,35.6678,-98.7912,RASPISHAKE
R925E,Raspberry Shake Citizen Science Station,8.5096,-82.3334,RASPISHAKE
R9269,Raspberry Shake Citizen Science Station,39.2503,-76.7102,RASPISHAKE
R928A,Raspberry Shake Citizen Science Station,8.7386,-82.4337,RASPISHAKE
R9297,Raspberry Shake Citizen Science Station,-13.0714,-39.5038,RASPISHAKE
R9299,Raspberry Shake Citizen Science Station,28.3545,84.1024,RASPISHAKE
R92A0,Raspberry Shake Citizen Science Station,31.3984,-103.3983,RASPISHAKE
R92A2,Raspberry Shake Citizen Science Station,-9.2339,-40.6805,RASPISHAKE
R92A3,Raspberry Shake Citizen Science Station,37.7719,-121.9897,RASPISHAKE
R92B8,Raspberry Shake Citizen Science Station,50.1462,-5.3372,RASPISHAKE
R92E0,Raspberry Shake Citizen Science Station,56.9487,-2.2641,RASPISHAKE
R92ED,Raspberry Shake Citizen Science Station,50.2308,-5.2323,RASPISHAKE
R92F0,Raspberry Shake Citizen Science Station,45.8102,8.6312,RASPISHAKE
R92FC,Raspberry Shake Citizen Science Station,35.8875,-106.277,RASPISHAKE
R9335,Raspberry Shake Citizen Science Station,50.7038,6.1694,RASPISHAKE
R933D,Raspberry Shake Citizen Science Station,-44.2597,171.1336,RASPISHAKE
R9357,Raspberry Shake Citizen Science Station,19.3314,-99.1841,RASPISHAKE
R9362,Raspberry Shake Citizen Science Station,51.4119,-2.5066,RASPISHAKE
R9371,Raspberry Shake Citizen Science Station,47.7316,7.2721,RASPISHAKE
R9393,Raspberry Shake Citizen Science Station,29.7361,-95.4011,RASPISHAKE
R93B1,Raspberry Shake Citizen Science Station,35.3349,-97.5499,RASPISHAKE
R93B9,Raspberry Shake Citizen Science Station,38.8087,-121.254,RASPISHAKE
R93C9,Raspberry Shake Citizen Science Station,-41.324,174.7654,RASPISHAKE
R93D1,Raspberry Shake Citizen Science Station,27,-95,RASPISHAKE
R93E9,Raspberry Shake Citizen Science Station,45.8023,15.9684,RASPISHAKE
R93FC,Raspberry Shake Citizen Science Station,44.7965,-124.0663,RASPISHAKE
R940D,Raspberry Shake Citizen Science Station,8.7382,-82.4338,RASPISHAKE
R941D,Raspberry Shake Citizen Science Station,48.2919,7.8314,RASPISHAKE
R942F,Raspberry Shake Citizen Science Station,51.5027,7.4446,RASPISHAKE
R9440,Raspberry Shake Citizen Science Station,-42.3794,-73.6515,RASPISHAKE
R9475,Raspberry Shake Citizen Science Station,-31.2742,149.2156,RASPISHAKE
R9499,Raspberry Shake Citizen Science Station,45.4708,-73.6178,RASPISHAKE
R94AB,Raspberry Shake Citizen Science Station,34.4585,-118.5408,RASPISHAKE
R94C5,Raspberry Shake Citizen Science Station,35.7939,139.9212,RASPISHAKE
R94C6,Raspberry Shake Citizen Science Station,13.1425,-59.6347,RASPISHAKE
R94D9,Raspberry Shake Citizen Science Station,4.5926,-74.2057,RASPISHAKE
R94DB,Raspberry Shake Citizen Science Station,64.1276,-21.9039,RASPISHAKE
R94E3,Raspberry Shake Citizen Science Station,9.9167,-84.0243,RASPISHAKE
R94FB,Raspberry Shake Citizen Science Station,43.8269,-70.0238,RASPISHAKE
R9505,Raspberry Shake Citizen Science Station,49.2204,-122.9566,RASPISHAKE
R952C,Raspberry Shake Citizen Science Station,45.4652,-122.8783,RASPISHAKE
R9561,Raspberry Shake Citizen Science Station,19.4245,-99.1678,RASPISHAKE
R9582,Raspberry Shake Citizen Science Station,47.9208,106.9542,RASPISHAKE
R9592,Raspberry Shake Citizen Science Station,52.6702,-0.7302,RASPISHAKE
R9596,Raspberry Shake Citizen Science Station,52.655,-0.6564,RASPISHAKE
R95B0,Raspberry Shake Citizen Science Station,30.4118,-91.1786,RASPISHAKE
R95B5,Raspberry Shake Citizen Science Station,57.1649,-2.1045,RASPISHAKE
R95D8,Raspberry Shake Citizen Science Station,48.5744,-123.4419,RASPISHAKE
R95E6,Raspberry Shake Citizen Science Station,47.7153,7.5012,RASPISHAKE
R95F2,Raspberry Shake Citizen Science Station,50.4016,-105.5754,RASPISHAKE
R95FA,Raspberry Shake Citizen Science Station,29.9563,-95.5833,RASPISHAKE
R9606,Raspberry Shake Citizen Science Station,-41.2974,174.723,RASPISHAKE
R9610,Raspberry Shake Citizen Science Station,37.8512,-122.2752,RASPISHAKE
R9621,Raspberry Shake Citizen Science Station,51.2784,0.1577,RASPISHAKE
R9627,Raspberry Shake Citizen Science Station,25.0405,121.614,RASPISHAKE
R9633,Raspberry Shake Citizen Science Station,31.3827,-103.4476,RASPISHAKE
R9634,Raspberry Shake Citizen Science Station,47.1328,8.3157,RASPISHAKE
R965B,Raspberry Shake Citizen Science Station,-33.7756,150.8691,RASPISHAKE
R9681,Raspberry Shake Citizen Science Station,52.9963,9.3037,RASPISHAKE
R96A7,Raspberry Shake Citizen Science Station,40.9039,-81.1061,RASPISHAKE
R96AB,Raspberry Shake Citizen Science Station,37.868,-122.0897,RASPISHAKE
R96AD,Raspberry Shake Citizen Science Station,45.6903,13.775,RASPISHAKE
R96B0,Raspberry Shake Citizen Science Station,52.6589,4.7619,RASPISHAKE
R96DC,Raspberry Shake Citizen Science Station,52.2568,-113.7722,RASPISHAKE
R9710,Raspberry Shake Citizen Science Station,45.8436,16.0195,RASPISHAKE
R973E,Raspberry Shake Citizen Science Station,58.0781,7.8081,RASPISHAKE
R9745,Raspberry Shake Citizen Science Station,45.6064,-122.4828,RASPISHAKE
R974C,Raspberry Shake Citizen Science Station,42.1339,-71.1355,RASPISHAKE
R9757,Raspberry Shake Citizen Science Station,58.0781,7.8081,RASPISHAKE
R9767,Raspberry Shake Citizen Science Station,42.3463,-83.4926,RASPISHAKE
R976A,Raspberry Shake Citizen Science Station,25.9335,-80.3493,RASPISHAKE
R976C,Raspberry Shake Citizen Science Station,45.5623,8.1618,RASPISHAKE
R9782,Raspberry Shake Citizen Science Station,-15.7627,-47.8726,RASPISHAKE
R979F,Raspberry Shake Citizen Science Station,36.1115,-115.144,RASPISHAKE
R97A4,Raspberry Shake Citizen Science Station,8.6715,-82.7999,RASPISHAKE
R97AF,Raspberry Shake Citizen Science Station,-35.2839,149.1148,RASPISHAKE
R97BA,Raspberry Shake Citizen Science Station,48.511,7.6491,RASPISHAKE
R97BB,Raspberry Shake Citizen Science Station,-7.7661,110.3759,RASPISHAKE
R97BF,Raspberry Shake Citizen Science Station,6.196,-75.5795,RASPISHAKE
R97E1,Raspberry Shake Citizen Science Station,20.4967,-104.7756,RASPISHAKE
R97FB,Raspberry Shake Citizen Science Station,14.5879,121.0621,RASPISHAKE
R9802,Raspberry Shake Citizen Science Station,38.089,-90.4773,RASPISHAKE
R980B,Raspberry Shake Citizen Science Station,29.632,-82.374,RASPISHAKE
R9829,Raspberry Shake Citizen Science Station,10.7355,122.5637,RASPISHAKE
R9837,Raspberry Shake Citizen Science Station,19.4245,-99.1678,RASPISHAKE
R985F,Raspberry Shake Citizen Science Station,44.0389,-103.295,RASPISHAKE
R9860,Raspberry Shake Citizen Science Station,33.1079,-117.1788,RASPISHAKE
R98A3,Raspberry Shake Citizen Science Station,35.443,-97.413,RASPISHAKE
R98A4,Raspberry Shake Citizen Science Station,40.8575,-124.0662,RASPISHAKE
R98D2,Raspberry Shake Citizen Science Station,34.6995,-86.5788,RASPISHAKE
R98D6,Raspberry Shake Citizen Science Station,33.8729,-118.0576,RASPISHAKE
R98DD,Raspberry Shake Citizen Science Station,29.7629,-95.7076,RASPISHAKE
R98E1,Raspberry Shake Citizen Science Station,37.2313,-80.4262,RASPISHAKE
R98E5,Raspberry Shake Citizen Science Station,29.7374,-95.4168,RASPISHAKE
R98E6,Raspberry Shake Citizen Science Station,57.7267,-5.6894,RASPISHAKE
R990D,Raspberry Shake Citizen Science Station,64.8119,-147.9713,RASPISHAKE
R9928,Raspberry Shake Citizen Science Station,-34.2806,138.7775,RASPISHAKE
R993C,Raspberry Shake Citizen Science Station,49.6414,-124.0619,RASPISHAKE
R9951,Raspberry Shake Citizen Science Station,47.0002,6.9497,RASPISHAKE
R99B0,Raspberry Shake Citizen Science Station,47.9743,16.604,RASPISHAKE
R99B1,Raspberry Shake Citizen Science Station,40.699,-75.1407,RASPISHAKE
R99CF,Raspberry Shake Citizen Science Station,61.1218,-149.8225,RASPISHAKE
R99D0,Raspberry Shake Citizen Science Station,57.6767,12.0006,RASPISHAKE
R99DC,Raspberry Shake Citizen Science Station,43.5672,-80.1495,RASPISHAKE
R99EA,Raspberry Shake Citizen Science Station,46.8032,-92.1105,RASPISHAKE
R9A02,Raspberry Shake Citizen Science Station,47.8995,1.8846,RASPISHAKE
R9A1D,Raspberry Shake Citizen Science Station,14.7936,-88.772,RASPISHAKE
R9A4E,Raspberry Shake Citizen Science Station,51.1186,-114.2246,RASPISHAKE
R9A64,Raspberry Shake Citizen Science Station,52.6515,-0.6377,RASPISHAKE
R9A6C,Raspberry Shake Citizen Science Station,45.2838,9.1053,RASPISHAKE
R9A85,Raspberry Shake Citizen Science Station,50.8899,4.1598,RASPISHAKE
R9A86,Raspberry Shake Citizen Science Station,52.3369,12.9854,RASPISHAKE
R9A9A,Raspberry Shake Citizen Science Station,30.401,-91.1619,RASPISHAKE
R9A9C,Raspberry Shake Citizen Science Station,18.5539,-72.2999,RASPISHAKE
R9A9D,Raspberry Shake Citizen Science Station,-27.4956,153.0232,RASPISHAKE
R9AAA,Raspberry Shake Citizen Science Station,58.9911,5.6847,RASPISHAKE
R9AC0,Raspberry Shake Citizen Science Station,39.8742,25.2747,RASPISHAKE
R9AC7,Raspberry Shake Citizen Science Station,37.0479,37.295,RASPISHAKE
R9ACD,Raspberry Shake Citizen Science Station,19.8723,-155.6754,RASPISHAKE
R9AD4,Raspberry Shake Citizen Science Station,8.5167,-82.7142,RASPISHAKE
R9AD7,Raspberry Shake Citizen Science Station,11.5231,102.6815,RASPISHAKE
R9AE6,Raspberry Shake Citizen Science Station,14.0844,-87.174,RASPISHAKE
R9AF3,Raspberry Shake Citizen Science Station,-32.4575,149.6617,RASPISHAKE
R9AFF,Raspberry Shake Citizen Science Station,40.1173,-83.0672,RASPISHAKE
R9B15,Raspberry Shake Citizen Science Station,9.0553,-79.4482,RASPISHAKE
R9B2C,Raspberry Shake Citizen Science Station,43.2209,-75.408,RASPISHAKE
R9B5B,Raspberry Shake Citizen Science Station,45.4455,11.8878,RASPISHAKE
R9B5F,Raspberry Shake Citizen Science Station,25.0024,121.4877,RASPISHAKE
R9B7D,Raspberry Shake Citizen Science Station,55.0348,-2.1479,RASPISHAKE
R9B84,Raspberry Shake Citizen Science Station,29.9144,-95.6986,RASPISHAKE
R9BC2,Raspberry Shake Citizen Science Station,55.6064,13.0152,RASPISHAKE
R9BD0,Raspberry Shake Citizen Science Station,-19.686,30.0462,RASPISHAKE
R9C11,Raspberry Shake Citizen Science Station,45.549,-122.635,RASPISHAKE
R9C27,Raspberry Shake Citizen Science Station,-6.8755,107.5869,RASPISHAKE
R9C6C,Raspberry Shake Citizen Science Station,34.1448,-85.295,RASPISHAKE
R9C82,Raspberry Shake Citizen Science Station,19.459,-103.62,RASPISHAKE
R9C8C,Raspberry Shake Citizen Science Station,47.7697,-122.3628,IRISDMC / RASPISHAKE
R9C97,Raspberry Shake Citizen Science Station,42.365,-76.4168,RASPISHAKE
R9CA3,Raspberry Shake Citizen Science Station,35.2107,-97.4401,RASPISHAKE
R9CAE,Raspberry Shake Citizen Science Station,14.6404,121.0555,RASPISHAKE
R9CDF,Raspberry Shake Citizen Science Station,-38.0229,145.2994,RASPISHAKE
R9CF8,Raspberry Shake Citizen Science Station,23.0925,-109.704,RASPISHAKE
R9D3F,Raspberry Shake Citizen Science Station,-41.2889,174.7605,RASPISHAKE
R9D49,Raspberry Shake Citizen Science Station,60.3681,-151.3152,RASPISHAKE
R9D74,Raspberry Shake Citizen Science Station,47.6164,7.2364,RASPISHAKE
R9D87,Raspberry Shake Citizen Science Station,8.7825,-82.6395,RASPISHAKE
R9D92,Raspberry Shake Citizen Science Station,8.794,-82.6878,RASPISHAKE
R9DA3,Raspberry Shake Citizen Science Station,8.7714,-82.4212,RASPISHAKE
R9DAA,Raspberry Shake Citizen Science Station,9.0647,-79.4524,RASPISHAKE
R9DAC,Raspberry Shake Citizen Science Station,14.1084,-87.1999,RASPISHAKE
R9DBD,Raspberry Shake Citizen Science Station,47.6558,7.2744,RASPISHAKE
R9E10,Raspberry Shake Citizen Science Station,64.9246,-147.9388,RASPISHAKE
R9E21,Raspberry Shake Citizen Science Station,47.6379,-117.4788,RASPISHAKE
R9E38,Raspberry Shake Citizen Science Station,8.7839,-82.414,RASPISHAKE
R9E41,Raspberry Shake Citizen Science Station,37.8757,-122.2526,RASPISHAKE
R9E4C,Raspberry Shake Citizen Science Station,35.4371,-97.0922,RASPISHAKE
R9E5E,Raspberry Shake Citizen Science Station,-37.8191,145.0111,RASPISHAKE
R9E78,Raspberry Shake Citizen Science Station,20.6653,-99.8984,RASPISHAKE
R9E82,Raspberry Shake Citizen Science Station,39.7844,-84.1753,RASPISHAKE
R9E86,Raspberry Shake Citizen Science Station,38.9629,-119.7582,RASPISHAKE
R9E9F,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
R9EA0,Raspberry Shake Citizen Science Station,18.3901,-66.0681,RASPISHAKE
R9EA6,Raspberry Shake Citizen Science Station,48.1983,7.1962,RASPISHAKE
R9EBF,Raspberry Shake Citizen Science Station,28.9001,-81.2636,RASPISHAKE
R9ECB,Raspberry Shake Citizen Science Station,43.2209,-75.408,RASPISHAKE
R9ED0,Raspberry Shake Citizen Science Station,51.0939,-1.2416,RASPISHAKE
R9ED2,Raspberry Shake Citizen Science Station,39.1597,-76.8161,RASPISHAKE
R9EE9,Raspberry Shake Citizen Science Station,32.8533,-96.7944,RASPISHAKE
R9F0A,Raspberry Shake Citizen Science Station,41.2332,-74.0004,RASPISHAKE
R9F13,Raspberry Shake Citizen Science Station,52.2206,21.1413,RASPISHAKE
R9F14,Raspberry Shake Citizen Science Station,48.6922,122.4847,RASPISHAKE
R9F16,Raspberry Shake Citizen Science Station,55.6881,12.5819,RASPISHAKE
R9F18,Raspberry Shake Citizen Science Station,-25.701,27.2636,RASPISHAKE
R9F1B,Raspberry Shake Citizen Science Station,48.6161,2.2655,RASPISHAKE
R9F33,Raspberry Shake Citizen Science Station,37.8775,-122.1223,RASPISHAKE
R9F34,Raspberry Shake Citizen Science Station,10.7281,-84.7191,RASPISHAKE
R9F41,Raspberry Shake Citizen Science Station,-41.5464,173.8863,RASPISHAKE
R9F7B,Raspberry Shake Citizen Science Station,20.6442,-100.2308,RASPISHAKE
R9F83,Raspberry Shake Citizen Science Station,38.2074,15.5558,RASPISHAKE
R9FD9,Raspberry Shake Citizen Science Station,34.1125,-118.1958,RASPISHAKE
R9FDE,Raspberry Shake Citizen Science Station,36.1342,-97.0816,RASPISHAKE
R9FEE,Raspberry Shake Citizen Science Station,50.2582,-5.0572,RASPISHAKE
R9FF1,Raspberry Shake Citizen Science Station,35.8876,-106.277,RASPISHAKE
R9FFA,Raspberry Shake Citizen Science Station,-40.8513,175.0375,RASPISHAKE
RA007,Raspberry Shake Citizen Science Station,43.3153,-0.3632,RASPISHAKE
RA048,Raspberry Shake Citizen Science Station,41.0866,14.4969,RASPISHAKE
RA08A,Raspberry Shake Citizen Science Station,19.8251,-70.7307,RASPISHAKE
RA08F,Raspberry Shake Citizen Science Station,48.5613,7.7673,RASPISHAKE
RA093,Raspberry Shake Citizen Science Station,36.5047,-4.9426,RASPISHAKE
RA0BA,Raspberry Shake Citizen Science Station,64.1276,-21.9039,RASPISHAKE
RA0BE,Raspberry Shake Citizen Science Station,35.75,-97.4674,RASPISHAKE
RA0C8,Raspberry Shake Citizen Science Station,46.2636,7.4963,RASPISHAKE
RA0D3,Raspberry Shake Citizen Science Station,48.4124,7.3555,RASPISHAKE
RA0D7,Raspberry Shake Citizen Science Station,46.8149,-92.0602,RASPISHAKE
RA0EB,Raspberry Shake Citizen Science Station,42.1339,-71.1354,RASPISHAKE
RA0F7,Raspberry Shake Citizen Science Station,-15.75,-47.8866,RASPISHAKE
RA10D,Raspberry Shake Citizen Science Station,38.9008,-77.4718,RASPISHAKE
RA10E,Raspberry Shake Citizen Science Station,19.0729,-98.4861,RASPISHAKE
RA111,Raspberry Shake Citizen Science Station,38.839,-90.7287,RASPISHAKE
RA13A,Raspberry Shake Citizen Science Station,-45.4126,167.722,RASPISHAKE
RA14B,Raspberry Shake Citizen Science Station,48.7843,2.6068,RASPISHAKE
RA14E,Raspberry Shake Citizen Science Station,38.1403,15.5008,RASPISHAKE
RA150,Raspberry Shake Citizen Science Station,38.0127,-1.4307,RASPISHAKE
RA151,Raspberry Shake Citizen Science Station,45.7372,-74.2982,RASPISHAKE
RA15A,Raspberry Shake Citizen Science Station,34.5432,-112.4823,RASPISHAKE
RA17E,Raspberry Shake Citizen Science Station,36.895,27.2867,RASPISHAKE
RA199,Raspberry Shake Citizen Science Station,37.3324,-121.9476,RASPISHAKE
RA1B5,Raspberry Shake Citizen Science Station,51.3791,-0.3918,RASPISHAKE
RA1C9,Raspberry Shake Citizen Science Station,19.4136,-99.1052,RASPISHAKE
RA1D3,Raspberry Shake Citizen Science Station,34.7164,135.5156,RASPISHAKE
RA1EE,Raspberry Shake Citizen Science Station,33.507,-117.7476,RASPISHAKE
RA20F,Raspberry Shake Citizen Science Station,-31.9584,141.4671,RASPISHAKE
RA211,Raspberry Shake Citizen Science Station,-25.7011,27.2636,RASPISHAKE
RA256,Raspberry Shake Citizen Science Station,35.6466,-97.7088,RASPISHAKE
RA25D,Raspberry Shake Citizen Science Station,50.9484,5.3082,RASPISHAKE
RA263,Raspberry Shake Citizen Science Station,38.7573,-77.069,RASPISHAKE
RA26E,Raspberry Shake Citizen Science Station,-36.8473,174.7697,RASPISHAKE
RA280,Raspberry Shake Citizen Science Station,52.0378,4.3241,RASPISHAKE
RA28E,Raspberry Shake Citizen Science Station,47.117,-88.5955,RASPISHAKE
RA29A,Raspberry Shake Citizen Science Station,-41.3312,174.776,RASPISHAKE
RA2B5,Raspberry Shake Citizen Science Station,10.4465,-84.6357,RASPISHAKE
RA2B7,Raspberry Shake Citizen Science Station,28.145,-80.665,RASPISHAKE
RA2C5,Raspberry Shake Citizen Science Station,50.4398,5.6878,RASPISHAKE
RA2D5,Raspberry Shake Citizen Science Station,35.2108,-97.4404,RASPISHAKE
RA2DE,Raspberry Shake Citizen Science Station,42.3352,-71.1678,RASPISHAKE
RA2F0,Raspberry Shake Citizen Science Station,19.4,-99.1284,RASPISHAKE
RA302,Raspberry Shake Citizen Science Station,29.7628,-95.7079,RASPISHAKE
RA30D,Raspberry Shake Citizen Science Station,47.0519,-122.8669,RASPISHAKE
RA310,Raspberry Shake Citizen Science Station,32.8688,-117.2168,RASPISHAKE
RA321,Raspberry Shake Citizen Science Station,44.8097,-122.7046,RASPISHAKE
RA322,Raspberry Shake Citizen Science Station,37.7786,-122.4707,RASPISHAKE
RA342,Raspberry Shake Citizen Science Station,18.442,-66.0585,RASPISHAKE
RA36C,Raspberry Shake Citizen Science Station,48.4124,7.3555,RASPISHAKE
RA373,Raspberry Shake Citizen Science Station,-35.4834,138.6784,RASPISHAKE
RA37B,Raspberry Shake Citizen Science Station,64.1241,-21.9091,RASPISHAKE
RA391,Raspberry Shake Citizen Science Station,38.8788,-77.3426,RASPISHAKE
RA392,Raspberry Shake Citizen Science Station,-12.1308,-77.0025,RASPISHAKE
RA3B7,Raspberry Shake Citizen Science Station,46.3893,6.7152,RASPISHAKE
RA3C3,Raspberry Shake Citizen Science Station,8.7824,-82.639,RASPISHAKE
RA3D3,Raspberry Shake Citizen Science Station,34.1731,-118.4,RASPISHAKE
RA3F2,Raspberry Shake Citizen Science Station,41.8611,-87.6236,RASPISHAKE
RA3F5,Raspberry Shake Citizen Science Station,46.3059,30.6548,RASPISHAKE
RA406,Raspberry Shake Citizen Science Station,8.7825,-82.6395,RASPISHAKE
RA419,Raspberry Shake Citizen Science Station,42.7476,-73.7398,RASPISHAKE
RA430,Raspberry Shake Citizen Science Station,33.4839,-116.7223,RASPISHAKE
RA431,Raspberry Shake Citizen Science Station,-25.7685,28.2705,RASPISHAKE
RA43F,Raspberry Shake Citizen Science Station,43.6114,7.054,RASPISHAKE
RA455,Raspberry Shake Citizen Science Station,-39.8307,-73.2361,RASPISHAKE
RA461,Raspberry Shake Citizen Science Station,-6.8755,107.5869,RASPISHAKE
RA46F,Raspberry Shake Citizen Science Station,-8.0941,-79.0452,RASPISHAKE
RA478,Raspberry Shake Citizen Science Station,33.6388,-117.6004,RASPISHAKE
RA47D,Raspberry Shake Citizen Science Station,-16.5226,-68.1118,RASPISHAKE
RA482,Raspberry Shake Citizen Science Station,25.0404,121.6141,RASPISHAKE
RA48E,Raspberry Shake Citizen Science Station,51.9182,4.4862,RASPISHAKE
RA499,Raspberry Shake Citizen Science Station,37.633,-122.4217,RASPISHAKE
RA49D,Raspberry Shake Citizen Science Station,51.4431,-2.8556,RASPISHAKE
RA4AB,Raspberry Shake Citizen Science Station,34.1067,-117.7238,RASPISHAKE
RA4CA,Raspberry Shake Citizen Science Station,39.6207,19.9205,RASPISHAKE
RA4D3,Raspberry Shake Citizen Science Station,41.4882,2.2658,RASPISHAKE
RA4D8,Raspberry Shake Citizen Science Station,40.8296,-74.1143,RASPISHAKE
RA4F4,Raspberry Shake Citizen Science Station,49.7474,-123.1119,RASPISHAKE
RA506,Raspberry Shake Citizen Science Station,-41.1737,174.8281,RASPISHAKE
RA52C,Raspberry Shake Citizen Science Station,50.2305,8.6036,RASPISHAKE
RA533,Raspberry Shake Citizen Science Station,29.5665,98.7044,RASPISHAKE
RA538,Raspberry Shake Citizen Science Station,51.0398,5.8561,RASPISHAKE
RA53F,Raspberry Shake Citizen Science Station,52.3829,13.0632,RASPISHAKE
RA564,Raspberry Shake Citizen Science Station,47.1559,7.5938,RASPISHAKE
RA578,Raspberry Shake Citizen Science Station,-7.4625,107.6499,RASPISHAKE
RA58C,Raspberry Shake Citizen Science Station,53.0173,-2.2802,RASPISHAKE
RA5A8,Raspberry Shake Citizen Science Station,35.0841,-80.7441,RASPISHAKE
RA5AB,Raspberry Shake Citizen Science Station,46.5265,6.5791,RASPISHAKE
RA5AC,Raspberry Shake Citizen Science Station,29.4084,-98.4774,RASPISHAKE
RA5CA,Raspberry Shake Citizen Science Station,19.3059,-99.1231,RASPISHAKE
RA5D4,Raspberry Shake Citizen Science Station,59.906,10.8066,RASPISHAKE
RA5F2,Raspberry Shake Citizen Science Station,38.3584,-122.7792,RASPISHAKE
RA5F5,Raspberry Shake Citizen Science Station,28.5111,-81.0701,RASPISHAKE
RA5F6,Raspberry Shake Citizen Science Station,8.7447,-82.6147,RASPISHAKE
RA607,Raspberry Shake Citizen Science Station,52.0252,19.2084,RASPISHAKE
RA60A,Raspberry Shake Citizen Science Station,-45.8889,170.4914,RASPISHAKE
RA60D,Raspberry Shake Citizen Science Station,43.2209,-75.408,RASPISHAKE
RA614,Raspberry Shake Citizen Science Station,42.8119,-73.9609,RASPISHAKE
RA617,Raspberry Shake Citizen Science Station,49.0262,12.0659,RASPISHAKE
RA627,Raspberry Shake Citizen Science Station,46.2258,7.3608,RASPISHAKE
RA635,Raspberry Shake Citizen Science Station,39.7095,-81.2243,RASPISHAKE
RA656,Raspberry Shake Citizen Science Station,-33.8301,151.1204,RASPISHAKE
RA659,Raspberry Shake Citizen Science Station,48.7292,2.4957,RASPISHAKE
RA65A,Raspberry Shake Citizen Science Station,33.1709,-117.3139,RASPISHAKE
RA65C,Raspberry Shake Citizen Science Station,47.175,9.8016,RASPISHAKE
RA666,Raspberry Shake Citizen Science Station,-21.9367,148.3545,RASPISHAKE
RA66C,Raspberry Shake Citizen Science Station,33.7207,-118.0207,RASPISHAKE
RA680,Raspberry Shake Citizen Science Station,51.4836,-0.0209,RASPISHAKE
RA694,Raspberry Shake Citizen Science Station,39.2416,-76.7496,RASPISHAKE
RA6AE,Raspberry Shake Citizen Science Station,52.9779,-122.498,RASPISHAKE
RA6B1,Raspberry Shake Citizen Science Station,53.5645,9.9866,RASPISHAKE
RA6B2,Raspberry Shake Citizen Science Station,39.2867,-123.7681,RASPISHAKE
