Station Code,Station Name,Latitude,Longitude,Data Center(s)
R18E6,Raspberry Shake Citizen Science Station,52.6548,-0.6584,RASPISHAKE
R18EB,Raspberry Shake Citizen Science Station,48.4622,-123.3087,RASPISHAKE
R1906,Raspberry Shake Citizen Science Station,48.8387,13.698,RASPISHAKE
R1921,Raspberry Shake Citizen Science Station,50.9683,-93.9208,RASPISHAKE
R1923,Raspberry Shake Citizen Science Station,45.7838,3.0676,RASPISHAKE
R193E,Raspberry Shake Citizen Science Station,19.3569,-99.1238,RASPISHAKE
R194D,Raspberry Shake Citizen Science Station,53.1714,8.2063,RASPISHAKE
R195D,Raspberry Shake Citizen Science Station,47.7456,122.303,IRISDMC / RASPISHAKE
R1983,Raspberry Shake Citizen Science Station,35.6046,139.6821,RASPISHAKE
R1987,Raspberry Shake Citizen Science Station,36.1539,-95.9418,RASPISHAKE
R198D,Raspberry Shake Citizen Science Station,53.2814,6.2685,RASPISHAKE
R1992,Raspberry Shake Citizen Science Station,45.1979,5.7722,RASPISHAKE
R199D,Raspberry Shake Citizen Science Station,42.3887,-71.1234,RASPISHAKE
R1A15,Raspberry Shake Citizen Science Station,44.347,26.028,RASPISHAKE
R1A17,Raspberry Shake Citizen Science Station,35.5022,-97.557,RASPISHAKE
R1A44,Raspberry Shake Citizen Science Station,53.8715,-122.7687,RASPISHAKE
R1A5F,Raspberry Shake Citizen Science Station,-7.7394,110.4105,RASPISHAKE
R1A9C,Raspberry Shake Citizen Science Station,19.8266,-155.4743,RASPISHAKE
R1AA8,Raspberry Shake Citizen Science Station,28.2107,83.9935,RASPISHAKE
R1AAA,Raspberry Shake Citizen Science Station,37.4968,-122.2408,RASPISHAKE
R1AC6,Raspberry Shake Citizen Science Station,49.3454,-123.0326,RASPISHAKE
R1ADD,Raspberry Shake Citizen Science Station,8.7922,-82.4396,RASPISHAKE
R1AE4,Raspberry Shake Citizen Science Station,64.1001,-21.8908,RASPISHAKE
R1B1C,Raspberry Shake Citizen Science Station,40.9414,-74.126,RASPISHAKE
R1B1D,Raspberry Shake Citizen Science Station,58.0544,14.3475,RASPISHAKE
R1B21,Raspberry Shake Citizen Science Station,21.9321,-102.3199,RASPISHAKE
R1B4E,Raspberry Shake Citizen Science Station,64.1126,-21.9391,RASPISHAKE
R1B6A,Raspberry Shake Citizen Science Station,53.581,-2.4553,RASPISHAKE
R1B97,Raspberry Shake Citizen Science Station,-7.5553,110.367,RASPISHAKE
R1B98,Raspberry Shake Citizen Science Station,51.9572,6.2055,RASPISHAKE
R1B9F,Raspberry Shake Citizen Science Station,52.6654,-0.5986,RASPISHAKE
R1BEF,Raspberry Shake Citizen Science Station,52.5078,4.8499,RASPISHAKE
R1C03,Raspberry Shake Citizen Science Station,31.7086,76.9305,RASPISHAKE
R1C04,Raspberry Shake Citizen Science Station,39.208,-76.6606,RASPISHAKE
R1C25,Raspberry Shake Citizen Science Station,52.4143,6.4508,RASPISHAKE
R1C39,Raspberry Shake Citizen Science Station,32.8607,-105.9554,RASPISHAKE
R1C61,Raspberry Shake Citizen Science Station,43.6363,-116.2196,RASPISHAKE
R1C6C,Raspberry Shake Citizen Science Station,37.7763,20.8016,RASPISHAKE
R1C88,Raspberry Shake Citizen Science Station,17.9973,-92.9498,RASPISHAKE
R1C99,Raspberry Shake Citizen Science Station,47.0078,-124.0046,RASPISHAKE
R1CA7,Raspberry Shake Citizen Science Station,47.5816,-122.2444,RASPISHAKE
R1CCE,Raspberry Shake Citizen Science Station,33.3251,-111.9855,RASPISHAKE
R1CD9,Raspberry Shake Citizen Science Station,-7.6202,110.4542,RASPISHAKE
R1D10,Raspberry Shake Citizen Science Station,40.6859,-74.4396,RASPISHAKE
R1D2E,Raspberry Shake Citizen Science Station,55.6065,13.0154,RASPISHAKE
R1D33,Raspberry Shake Citizen Science Station,37.1268,-121.9604,RASPISHAKE
R1D51,Raspberry Shake Citizen Science Station,45.549,-122.6349,RASPISHAKE
R1D7C,Raspberry Shake Citizen Science Station,18.7681,-69.0437,RASPISHAKE
R1D8F,Raspberry Shake Citizen Science Station,14.0846,-87.1648,RASPISHAKE
R1DBF,Raspberry Shake Citizen Science Station,59.3275,18.0439,RASPISHAKE
R1DCF,Raspberry Shake Citizen Science Station,51.6593,5.292,RASPISHAKE
R1E10,Raspberry Shake Citizen Science Station,29.735,-95.4198,RASPISHAKE
R1E1D,Raspberry Shake Citizen Science Station,47.0769,21.9026,RASPISHAKE
R1E1E,Raspberry Shake Citizen Science Station,27.7387,85.3182,RASPISHAKE
R1E40,Raspberry Shake Citizen Science Station,12.1618,-86.1877,RASPISHAKE
R1E5E,Raspberry Shake Citizen Science Station,28.5742,-80.5719,RASPISHAKE
R1E65,Raspberry Shake Citizen Science Station,38.6476,-121.3745,RASPISHAKE
R1E7D,Raspberry Shake Citizen Science Station,14.4116,120.9243,RASPISHAKE
R1E9D,Raspberry Shake Citizen Science Station,52.2602,4.5037,RASPISHAKE
R1EA5,Raspberry Shake Citizen Science Station,53.5485,-3.0571,RASPISHAKE
R1ED5,Raspberry Shake Citizen Science Station,37.2734,-122.0566,RASPISHAKE
R1EDE,Raspberry Shake Citizen Science Station,50.9186,-114.0176,RASPISHAKE
R1EE2,Raspberry Shake Citizen Science Station,-12.8354,45.1365,RASPISHAKE
R1EFC,Raspberry Shake Citizen Science Station,16.4061,120.5753,RASPISHAKE
R1F0E,Raspberry Shake Citizen Science Station,54.7974,-1.5702,RASPISHAKE
R1F21,Raspberry Shake Citizen Science Station,13.6092,100.5284,RASPISHAKE
R1F39,Raspberry Shake Citizen Science Station,43.6124,7.0547,RASPISHAKE
R1F53,Raspberry Shake Citizen Science Station,14.0666,-87.1723,RASPISHAKE
R1F7C,Raspberry Shake Citizen Science Station,27.7119,85.315,RASPISHAKE
R1FBA,Raspberry Shake Citizen Science Station,6.2535,-75.5958,RASPISHAKE
R1FC6,Raspberry Shake Citizen Science Station,47.823,22.9543,RASPISHAKE
R1FCF,Raspberry Shake Citizen Science Station,34.8269,135.3904,RASPISHAKE
R1FE4,Raspberry Shake Citizen Science Station,52.4045,9.8212,RASPISHAKE
R2004,Raspberry Shake Citizen Science Station,41.6925,-72.766,RASPISHAKE
R2013,Raspberry Shake Citizen Science Station,20.7037,-100.4469,RASPISHAKE
R2026,Raspberry Shake Citizen Science Station,35.8994,-95.0006,RASPISHAKE
R2043,Raspberry Shake Citizen Science Station,49.2812,7.1216,RASPISHAKE
R2045,Raspberry Shake Citizen Science Station,49.2479,11.0893,RASPISHAKE
R2062,Raspberry Shake Citizen Science Station,54.0649,-2.2794,RASPISHAKE
R206B,Raspberry Shake Citizen Science Station,44.0675,-121.3051,RASPISHAKE
R2081,Raspberry Shake Citizen Science Station,38.294,-122.3347,RASPISHAKE
R208C,Raspberry Shake Citizen Science Station,37.5287,-122.2978,RASPISHAKE
R208E,Raspberry Shake Citizen Science Station,42.2659,-83.7487,RASPISHAKE
R20A1,Raspberry Shake Citizen Science Station,18.8135,98.9656,RASPISHAKE
R20AA,Raspberry Shake Citizen Science Station,-41.3192,174.767,RASPISHAKE
R20C9,Raspberry Shake Citizen Science Station,-9.4715,147.1597,RASPISHAKE
R20CE,Raspberry Shake Citizen Science Station,27.6535,85.3024,RASPISHAKE
R20D6,Raspberry Shake Citizen Science Station,58.2126,-6.3718,RASPISHAKE
R20EA,Raspberry Shake Citizen Science Station,49.9922,8.6674,RASPISHAKE
R2109,Raspberry Shake Citizen Science Station,27.9122,84.8949,RASPISHAKE
R210E,Raspberry Shake Citizen Science Station,13.1491,123.713,RASPISHAKE
R2113,Raspberry Shake Citizen Science Station,40.7621,-74.4219,RASPISHAKE
R211A,Raspberry Shake Citizen Science Station,13.5112,144.8436,RASPISHAKE
R216B,Raspberry Shake Citizen Science Station,44.067,-121.3048,RASPISHAKE
R216C,Raspberry Shake Citizen Science Station,32.8533,-96.7944,RASPISHAKE
R2182,Raspberry Shake Citizen Science Station,35.8937,-86.3466,RASPISHAKE
R2193,Raspberry Shake Citizen Science Station,43.0357,-83.3631,RASPISHAKE
R2196,Raspberry Shake Citizen Science Station,47.1746,27.5326,RASPISHAKE
R219E,Raspberry Shake Citizen Science Station,-35.4834,138.6784,RASPISHAKE
R21AF,Raspberry Shake Citizen Science Station,3.1649,101.6466,RASPISHAKE
R21B0,Raspberry Shake Citizen Science Station,13.1425,-59.6347,RASPISHAKE
R21BC,Raspberry Shake Citizen Science Station,29.7499,-95.4162,RASPISHAKE
R21C3,Raspberry Shake Citizen Science Station,13.7268,100.7788,RASPISHAKE
R21C4,Raspberry Shake Citizen Science Station,14.3225,120.7716,RASPISHAKE
R21C9,Raspberry Shake Citizen Science Station,40.1489,-83.008,RASPISHAKE
R21D1,Raspberry Shake Citizen Science Station,38.3011,21.8173,RASPISHAKE
R21DC,Raspberry Shake Citizen Science Station,45.957,-66.785,RASPISHAKE
R21E0,Raspberry Shake Citizen Science Station,48.2217,16.3557,RASPISHAKE
R21E5,Raspberry Shake Citizen Science Station,27.9732,-114.0443,RASPISHAKE
R21FA,Raspberry Shake Citizen Science Station,39.5563,-87.2957,RASPISHAKE
R2215,Raspberry Shake Citizen Science Station,36.3883,-97.8982,RASPISHAKE
R2231,Raspberry Shake Citizen Science Station,35.7997,139.9172,RASPISHAKE
R2264,Raspberry Shake Citizen Science Station,37.4593,-122.1907,RASPISHAKE
R2285,Raspberry Shake Citizen Science Station,33.7896,-118.3656,RASPISHAKE
R2289,Raspberry Shake Citizen Science Station,-41.3164,174.7723,RASPISHAKE
R22A6,Raspberry Shake Citizen Science Station,47.5672,-122.3983,RASPISHAKE
R22B6,Raspberry Shake Citizen Science Station,37.1407,-122.0131,RASPISHAKE
R22BF,Raspberry Shake Citizen Science Station,40.234,-75.2332,RASPISHAKE
R22C0,Raspberry Shake Citizen Science Station,29.7247,-95.3684,RASPISHAKE
R22F5,Raspberry Shake Citizen Science Station,16.7465,-62.2267,RASPISHAKE
R2303,Raspberry Shake Citizen Science Station,52.6506,-0.668,RASPISHAKE
R2310,Raspberry Shake Citizen Science Station,68.7081,-52.8622,RASPISHAKE
R2323,Raspberry Shake Citizen Science Station,5.9826,116.5756,RASPISHAKE
R232A,Raspberry Shake Citizen Science Station,5.9604,116.0921,RASPISHAKE
R2335,Raspberry Shake Citizen Science Station,64.8384,-147.721,RASPISHAKE
R2339,Raspberry Shake Citizen Science Station,37.1432,-122.0146,RASPISHAKE
R2352,Raspberry Shake Citizen Science Station,38.4504,-78.8529,RASPISHAKE
R2370,Raspberry Shake Citizen Science Station,37.4322,-122.1166,RASPISHAKE
R2378,Raspberry Shake Citizen Science Station,-41.2955,174.782,RASPISHAKE
R23AC,Raspberry Shake Citizen Science Station,43.2209,-75.408,RASPISHAKE
R23C2,Raspberry Shake Citizen Science Station,40.0906,-105.1849,RASPISHAKE
R23CC,Raspberry Shake Citizen Science Station,34.0588,-117.9242,RASPISHAKE
R23F9,Raspberry Shake Citizen Science Station,6.3258,-75.5622,RASPISHAKE
R23FF,Raspberry Shake Citizen Science Station,47.6278,-122.5302,RASPISHAKE
R240F,Raspberry Shake Citizen Science Station,44.3475,26.0282,RASPISHAKE
R2417,Raspberry Shake Citizen Science Station,8.794,-82.6878,RASPISHAKE
R246D,Raspberry Shake Citizen Science Station,24.2536,121.252,RASPISHAKE
R2472,Raspberry Shake Citizen Science Station,-41.2254,174.9224,RASPISHAKE
R248D,Raspberry Shake Citizen Science Station,39.0247,-104.8101,RASPISHAKE
R24AE,Raspberry Shake Citizen Science Station,37.4315,-122.1103,RASPISHAKE
R24B1,Raspberry Shake Citizen Science Station,46.9986,-120.5422,RASPISHAKE
R24B9,Raspberry Shake Citizen Science Station,38.2465,-107.8033,RASPISHAKE
R24FA,Raspberry Shake Citizen Science Station,8.7385,-82.4336,RASPISHAKE
R2508,Raspberry Shake Citizen Science Station,8.374,-82.4165,RASPISHAKE
R250D,Raspberry Shake Citizen Science Station,47.3857,8.4752,RASPISHAKE
R2513,Raspberry Shake Citizen Science Station,38.4082,27.1117,RASPISHAKE
R2524,Raspberry Shake Citizen Science Station,45.8491,9.3973,RASPISHAKE
R2547,Raspberry Shake Citizen Science Station,38.2974,-122.5031,RASPISHAKE
R2556,Raspberry Shake Citizen Science Station,-33.8157,151.0893,RASPISHAKE
R2566,Raspberry Shake Citizen Science Station,-41.2151,174.8158,RASPISHAKE
R2586,Raspberry Shake Citizen Science Station,35.2211,-97.4003,RASPISHAKE
R258C,Raspberry Shake Citizen Science Station,14.5697,121.0229,RASPISHAKE
R25A7,Raspberry Shake Citizen Science Station,29.3379,47.906,RASPISHAKE
R25AC,Raspberry Shake Citizen Science Station,49.2888,-123.121,RASPISHAKE
R25B7,Raspberry Shake Citizen Science Station,18.6919,-68.6201,RASPISHAKE
R25BA,Raspberry Shake Citizen Science Station,21.3085,-157.8066,RASPISHAKE
R25D6,Raspberry Shake Citizen Science Station,59.6553,9.6652,RASPISHAKE
R25EC,Raspberry Shake Citizen Science Station,33.764,-117.4975,RASPISHAKE
R25F4,Raspberry Shake Citizen Science Station,40.0973,-76.3515,RASPISHAKE
R25FC,Raspberry Shake Citizen Science Station,45.7293,-121.5698,RASPISHAKE
R2625,Raspberry Shake Citizen Science Station,38.8032,-119.8055,RASPISHAKE
R266F,Raspberry Shake Citizen Science Station,47.3625,8.0375,RASPISHAKE
R2673,Raspberry Shake Citizen Science Station,48.5725,7.4296,RASPISHAKE
R2683,Raspberry Shake Citizen Science Station,55.2063,-162.7208,RASPISHAKE
R2692,Raspberry Shake Citizen Science Station,52.0681,5.1105,RASPISHAKE
R269B,Raspberry Shake Citizen Science Station,34.45,-119.74,RASPISHAKE
R26B4,Raspberry Shake Citizen Science Station,44.4377,26.1575,RASPISHAKE
R26C4,Raspberry Shake Citizen Science Station,49.6971,-124.973,RASPISHAKE
R26C6,Raspberry Shake Citizen Science Station,41.2883,-81.7628,RASPISHAKE
R26D5,Raspberry Shake Citizen Science Station,50.862,4.1621,RASPISHAKE
R26E2,Raspberry Shake Citizen Science Station,40.4451,-3.7098,RASPISHAKE
R26EC,Raspberry Shake Citizen Science Station,-19.6467,30.3189,RASPISHAKE
R2715,Raspberry Shake Citizen Science Station,40.5983,-74.5174,RASPISHAKE
R2716,Raspberry Shake Citizen Science Station,43.2444,-71.0305,RASPISHAKE
R2737,Raspberry Shake Citizen Science Station,-35.257,149.0783,RASPISHAKE
R2755,Raspberry Shake Citizen Science Station,-15.7501,-47.8866,RASPISHAKE
R2768,Raspberry Shake Citizen Science Station,-12.0797,-77.0354,RASPISHAKE
R2791,Raspberry Shake Citizen Science Station,33.4963,-117.0873,RASPISHAKE
R2794,Raspberry Shake Citizen Science Station,43.817,10.6844,RASPISHAKE
R2798,Raspberry Shake Citizen Science Station,45.7603,3.1088,RASPISHAKE
R27D9,Raspberry Shake Citizen Science Station,37.0517,-122.0154,RASPISHAKE
R27ED,Raspberry Shake Citizen Science Station,48.4884,-123.4096,RASPISHAKE
R27F1,Raspberry Shake Citizen Science Station,8.8156,-82.6102,RASPISHAKE
R2806,Raspberry Shake Citizen Science Station,42.7298,-85.7117,RASPISHAKE
R2829,Raspberry Shake Citizen Science Station,34.0438,-117.2672,RASPISHAKE
R2831,Raspberry Shake Citizen Science Station,36.299,-97.3024,RASPISHAKE
R2837,Raspberry Shake Citizen Science Station,-6.9765,107.6295,RASPISHAKE
R2845,Raspberry Shake Citizen Science Station,40.4209,-111.8579,RASPISHAKE
R2852,Raspberry Shake Citizen Science Station,50.1178,8.7134,RASPISHAKE
R2869,Raspberry Shake Citizen Science Station,39.9526,-86.2771,RASPISHAKE
R286C,Raspberry Shake Citizen Science Station,33.7895,-118.3657,RASPISHAKE
R2873,Raspberry Shake Citizen Science Station,38.1388,-79.0657,RASPISHAKE
R2880,Raspberry Shake Citizen Science Station,-0.6799,119.7358,RASPISHAKE
R2883,Raspberry Shake Citizen Science Station,38.757,-77.0692,RASPISHAKE
R289A,Raspberry Shake Citizen Science Station,47.8921,-97.0917,RASPISHAKE
R28D6,Raspberry Shake Citizen Science Station,-6.2,106.925,RASPISHAKE
R28DF,Raspberry Shake Citizen Science Station,50.5184,7.2933,RASPISHAKE
R28F8,Raspberry Shake Citizen Science Station,61.1252,-149.8012,RASPISHAKE
R2910,Raspberry Shake Citizen Science Station,52.749,4.7782,RASPISHAKE
R291C,Raspberry Shake Citizen Science Station,46.52,6.57,RASPISHAKE
R2925,Raspberry Shake Citizen Science Station,44.3476,26.0281,RASPISHAKE
R2930,Raspberry Shake Citizen Science Station,20.5708,-99.7236,RASPISHAKE
R2941,Raspberry Shake Citizen Science Station,34.1429,-118.3599,RASPISHAKE
R2942,Raspberry Shake Citizen Science Station,32.0001,34.7719,RASPISHAKE
R2964,Raspberry Shake Citizen Science Station,-33.795,150.7414,RASPISHAKE
R2974,Raspberry Shake Citizen Science Station,18.4598,-66.3448,RASPISHAKE
R2989,Raspberry Shake Citizen Science Station,36.7,48.5,RASPISHAKE
R298A,Raspberry Shake Citizen Science Station,52.2574,-113.7721,RASPISHAKE
R2999,Raspberry Shake Citizen Science Station,41.8317,12.8911,RASPISHAKE
R299A,Raspberry Shake Citizen Science Station,21.3194,-157.7983,RASPISHAKE
R29AB,Raspberry Shake Citizen Science Station,47.9042,1.8941,RASPISHAKE
R29BF,Raspberry Shake Citizen Science Station,14.0852,121.3402,RASPISHAKE
R29D9,Raspberry Shake Citizen Science Station,35.0755,-97.6284,RASPISHAKE
R29F2,Raspberry Shake Citizen Science Station,37.3645,-122.1063,RASPISHAKE
R29F5,Raspberry Shake Citizen Science Station,42.3286,-8.6534,RASPISHAKE
R29F6,Raspberry Shake Citizen Science Station,33.6297,-117.9189,RASPISHAKE
R29F7,Raspberry Shake Citizen Science Station,53.6426,10.0365,RASPISHAKE
R2A05,Raspberry Shake Citizen Science Station,6.2405,-75.504,RASPISHAKE
R2A2B,Raspberry Shake Citizen Science Station,35.4731,-97.5035,RASPISHAKE
R2A48,Raspberry Shake Citizen Science Station,52.6213,1.2381,RASPISHAKE
R2A56,Raspberry Shake Citizen Science Station,45.4412,-122.8385,RASPISHAKE
R2A89,Raspberry Shake Citizen Science Station,57.7687,12.2653,RASPISHAKE
R2A8A,Raspberry Shake Citizen Science Station,35.1617,-106.7291,RASPISHAKE
R2AAD,Raspberry Shake Citizen Science Station,-31.2738,149.1566,RASPISHAKE
R2AB8,Raspberry Shake Citizen Science Station,43.7334,-79.4013,RASPISHAKE
R2ABA,Raspberry Shake Citizen Science Station,18.5309,-72.3372,RASPISHAKE
R2AD8,Raspberry Shake Citizen Science Station,19.4245,-99.1678,RASPISHAKE
R2AE2,Raspberry Shake Citizen Science Station,27.8695,83.5488,RASPISHAKE
R2AEB,Raspberry Shake Citizen Science Station,46.311,7.573,RASPISHAKE
R2AF7,Raspberry Shake Citizen Science Station,6.1786,-75.5796,RASPISHAKE
R2AFD,Raspberry Shake Citizen Science Station,34.0607,134.3179,RASPISHAKE
R2B14,Raspberry Shake Citizen Science Station,19.4891,-103.6137,RASPISHAKE
R2B35,Raspberry Shake Citizen Science Station,33.0257,-117.0844,RASPISHAKE
R2B98,Raspberry Shake Citizen Science Station,51.1186,-114.2245,RASPISHAKE
R2BF8,Raspberry Shake Citizen Science Station,18.3608,-66.1825,RASPISHAKE
R2BFC,Raspberry Shake Citizen Science Station,33.9532,-117.6964,RASPISHAKE
R2C14,Raspberry Shake Citizen Science Station,48.8014,9.094,RASPISHAKE
R2C49,Raspberry Shake Citizen Science Station,50.1736,8.6337,RASPISHAKE
R2C56,Raspberry Shake Citizen Science Station,43.3107,-0.3661,RASPISHAKE
R2C63,Raspberry Shake Citizen Science Station,43.6366,-116.2124,RASPISHAKE
R2C6D,Raspberry Shake Citizen Science Station,46.5153,6.6315,RASPISHAKE
R2C71,Raspberry Shake Citizen Science Station,-43.6435,172.4947,RASPISHAKE
R2C8A,Raspberry Shake Citizen Science Station,48.8965,7.9386,RASPISHAKE
R2CA4,Raspberry Shake Citizen Science Station,33.7896,-118.3657,RASPISHAKE
R2CA5,Raspberry Shake Citizen Science Station,34.1669,134.5907,RASPISHAKE
R2CA6,Raspberry Shake Citizen Science Station,-41.2934,173.2556,RASPISHAKE
R2CA8,Raspberry Shake Citizen Science Station,43.1057,-89.3642,RASPISHAKE
R2CB0,Raspberry Shake Citizen Science Station,53.5315,10.1274,RASPISHAKE
R2CFA,Raspberry Shake Citizen Science Station,43.5756,1.4512,RASPISHAKE
R2D11,Raspberry Shake Citizen Science Station,45.3254,-75.897,RASPISHAKE
R2D14,Raspberry Shake Citizen Science Station,46.1218,7.8149,RASPISHAKE
R2D21,Raspberry Shake Citizen Science Station,35.9836,-114.9388,RASPISHAKE
R2D50,Raspberry Shake Citizen Science Station,46.24,7.36,RASPISHAKE
R2D6D,Raspberry Shake Citizen Science Station,51.7597,-1.2589,RASPISHAKE
R2D80,Raspberry Shake Citizen Science Station,35.6543,139.5533,RASPISHAKE
R2D97,Raspberry Shake Citizen Science Station,28.0684,83.2518,RASPISHAKE
R2DB4,Raspberry Shake Citizen Science Station,47.6056,-122.2901,RASPISHAKE
R2DD3,Raspberry Shake Citizen Science Station,49.3196,8.6983,RASPISHAKE
R2DD9,Raspberry Shake Citizen Science Station,-22.8576,-43.2327,RASPISHAKE
R2DDD,Raspberry Shake Citizen Science Station,-43.5303,172.6105,RASPISHAKE
R2DE5,Raspberry Shake Citizen Science Station,32.7964,-96.8213,RASPISHAKE
R2DE9,Raspberry Shake Citizen Science Station,44.7966,-124.0663,RASPISHAKE
R2DEF,Raspberry Shake Citizen Science Station,34.4197,-119.7355,RASPISHAKE
R2DF9,Raspberry Shake Citizen Science Station,35.6967,139.6984,RASPISHAKE
R2DFE,Raspberry Shake Citizen Science Station,44.537,-123.4033,RASPISHAKE
R2E0F,Raspberry Shake Citizen Science Station,20.6925,-100.474,RASPISHAKE
